Segment Number,Wavenumber (cm-1),Wavenumber + Noise (cm-1),Alpha (ppm/cm),Alpha + Noise (ppm/cm),Noise (%),Pressure (Torr),Temperature (C)
0,13155.0,13154.999836444811,5.106277220171295e-06,-2.775708875684625e-05,-0.0063704397883152806,60.0,25.0
0,13155.005,13155.004968669638,6.143763078080021e-06,-2.1163021325433522e-06,-0.0016011825480272803,60.0,25.0
0,13155.009999999998,13155.010026327487,7.721795600430473e-06,-0.00024280027732070857,-0.04856276080496861,60.0,25.0
0,13155.014999999998,13155.015027995656,1.03450455997828e-05,0.00011809551825744666,0.0208870235236462,60.0,25.0
0,13155.019999999997,13155.02003397188,1.5080769554418651e-05,0.00018942244256931056,0.0337954770461499,60.0,25.0
0,13155.024999999996,13155.024987682209,2.4004781929091143e-05,0.00019649515110910638,0.03343660876655229,60.0,25.0
0,13155.029999999995,13155.030007885181,4.0512322684180904e-05,0.000161745637130994,0.023500621651519747,60.0,25.0
0,13155.034999999994,13155.0349515719,6.865943887303955e-05,-5.136886292103098e-05,-0.0232670344847693,60.0,25.0
0,13155.039999999994,13155.039962876082,0.00011050534926370146,4.438971113935198e-05,-0.01281626757380117,60.0,25.0
0,13155.044999999993,13155.045043483307,0.00016186034182463077,0.00011726203737176546,-0.008645213438471884,60.0,25.0
0,13155.049999999992,13155.049955876739,0.00020992120167018878,0.00024790482616290845,0.0073629826275880455,60.0,25.0
0,13155.054999999991,13155.054933719768,0.00023737630086816184,0.0005686489991540832,0.06421596556539697,60.0,25.0
0,13155.05999999999,13155.059888931639,0.00023256047965480284,2.627894824534758e-05,-0.03998689836593121,60.0,25.0
0,13155.06499999999,13155.06497225191,0.00019768670702227794,-9.068138535691311e-05,-0.05589906921456777,60.0,25.0
0,13155.069999999989,13155.0698794294,0.0001472230555472843,7.769190201286651e-05,-0.013478352379147027,60.0,25.0
0,13155.074999999988,13155.075086501558,9.804137950593914e-05,8.872596524208921e-05,-0.001805757989384596,60.0,25.0
0,13155.079999999987,13155.079960262423,6.0494536001536186e-05,-0.000598348918321691,-0.12771432356098145,60.0,25.0
0,13155.084999999986,13155.08497210076,3.651564178614804e-05,-0.00025658166785372065,-0.05681581017853589,60.0,25.0
0,13155.089999999986,13155.089970942461,2.305905243128365e-05,-0.00033902104352861876,-0.0701878636373726,60.0,25.0
0,13155.094999999985,13155.094962951223,1.609868466091453e-05,0.0003827798104094905,0.07107975594242401,60.0,25.0
0,13155.099999999984,13155.099963528313,1.2633772335128676e-05,3.166893592507369e-05,0.003689894808562181,60.0,25.0
0,13155.104999999983,13155.104958677013,1.0934319795320678e-05,0.000176169956569941,0.032030306198482156,60.0,25.0
0,13155.109999999982,13155.110079902486,1.017932456720615e-05,0.0001414905471512176,0.025454186208025992,60.0,25.0
0,13155.114999999982,13155.114950958354,9.974425636381251e-06,5.290297448387219e-05,0.008321537599768135,60.0,25.0
0,13155.11999999998,13155.119994166094,1.0155950414587761e-05,0.00013203063494693308,0.023624948828314937,60.0,25.0
0,13155.12499999998,13155.124950109323,1.0664580599610047e-05,0.0002116244540315822,0.0389553149991126,60.0,25.0
0,13155.12999999998,13155.129988253197,1.1499427213136167e-05,-0.0004290721405559773,-0.08540313998510002,60.0,25.0
0,13155.134999999978,13155.134936585335,1.2704613666837451e-05,-0.00011879091276122456,-0.025489912814427182,60.0,25.0
0,13155.139999999978,13155.139928853443,1.4374450823721121e-05,-7.140725967461379e-05,-0.016628461675243438,60.0,25.0
0,13155.144999999977,13155.144921242363,1.6677419209011515e-05,-0.00021797229639616977,-0.04548596408698644,60.0,25.0
0,13155.149999999976,13155.149941706371,1.9913635199203536e-05,-5.884102705776239e-05,-0.01526629482530683,60.0,25.0
0,13155.154999999975,13155.154977598879,2.464883307445941e-05,1.4039095348772816e-05,-0.0020566577202886216,60.0,25.0
0,13155.159999999974,13155.159994534533,3.203279869392748e-05,0.00034470944646928343,0.06061119117433571,60.0,25.0
0,13155.164999999974,13155.16500029118,4.453362992723796e-05,-0.0004146317337818014,-0.0890074773361296,60.0,25.0
0,13155.169999999973,13155.169943008148,6.743845654108283e-05,-8.08416296210229e-05,-0.028743536537386143,60.0,25.0
0,13155.174999999972,13155.175032559815,0.00011120846736576409,3.765485132189021e-06,-0.0208274176624112,60.0,25.0
0,13155.179999999971,13155.179939086562,0.0001932927728834634,0.0006132334882377555,0.08140392690442684,60.0,25.0
0,13155.18499999997,13155.184942533482,0.0003350036682337391,0.000623136340089904,0.055853433832363734,60.0,25.0
0,13155.18999999997,13155.189932816626,0.000547693448686646,0.0006985116526326195,0.029235541115647815,60.0,25.0
0,13155.194999999969,13155.195059768777,0.0008099573662804984,0.0009186914113473257,0.021077685332737996,60.0,25.0
0,13155.199999999968,13155.200032406447,0.0010546151752163935,0.001137073042550366,0.01598414718964928,60.0,25.0
